total,knows_of_aids,radio,tv,newspaper,pamphlet,health_worker,church_s_temple,school,community_meeting,friend_s_relative,work_place,other,number_of_women
total,90.8,68.3,76.1,22.3,5.4,2.9,0.1,1.3,6.8,13.5,1.8,0.3,5664
